time,date,hour,precip [mm/day],sub11005351 [m3/s],sub11005351 (observed) [m3/s],sub11004926 [m3/s],sub11004926 (observed) [m3/s],sub11004677 [m3/s],sub11004677 (observed) [m3/s],sub11004597 [m3/s],sub11004597 (observed) [m3/s],sub11004314 [m3/s],sub11004314 (observed) [m3/s],sub11004510 [m3/s],sub11004510 (observed) [m3/s],sub11004353 [m3/s],sub11004353 (observed) [m3/s],sub11004563 [m3/s],sub11004563 (observed) [m3/s],sub11004345 [m3/s],sub11004345 (observed) [m3/s],sub11004395 [m3/s],sub11004395 (observed) [m3/s]
133,1981-05-14,00:00:00.00,0.27393,0.284007,1.76,0.316152,0.406,0.817878,,1.40604,13.9,2.73107,23.1,3.20088,,4.08023,18,2.87712,8.85,8.3095,,19.5069,61.5
134,1981-05-15,00:00:00.00,0.479698,0.165438,1.98,0.331375,0.454,0.40239,,0.670673,14.9,1.60779,24,2.12456,,3.39166,18.9,2.88434,9.23,8.22152,,18.2036,69.5
135,1981-05-16,00:00:00.00,5.24935,0.686286,2.45,1.07155,0.667,1.00452,,1.71895,16.8,3.47443,26.7,6.31852,,7.05825,23.5,5.8858,10,9.3541,,27.3195,78.5
136,1981-05-17,00:00:00.00,5.47266,1.47885,2.22,1.77624,0.863,1.97795,,2.16741,15.1,7.48504,24.3,12.5949,,11.8812,20.9,12.9444,11.6,14.079,,50.0465,78.7
137,1981-05-18,00:00:00.00,0.291357,1.09277,2.46,1.48749,0.887,1.15106,,0.846704,14.4,5.74803,24.9,9.75958,,9.8515,19.5,18.859,13,20.3287,,58.0006,78.1
138,1981-05-19,00:00:00.00,0.249888,0.212118,3.06,0.668475,0.879,0.116679,,0.344204,17,1.54726,27.8,3.06223,,5.24838,21.8,18.4555,14.3,23.4236,,46.2677,80.9
139,1981-05-20,00:00:00.00,2.51725,0.420217,4.19,1.8064,1.16,1.35298,,2.46968,23.8,4.46538,37.1,2.38764,,7.3937,30.3,16.6464,15.8,23.9054,,50.491,99.9
140,1981-05-21,00:00:00.00,1.72432,1.44084,4.81,3.30555,1.42,1.83686,,3.10165,29.5,6.89019,41.4,5.91526,,14.3511,37.4,20.2171,18,25.8005,,74.6239,118
141,1981-05-22,00:00:00.00,3.62154,3.34444,8.3,4.32573,1.76,0.76283,,1.31618,32.7,4.3328,44.2,12.8012,,15.3575,42,31.1655,20.9,32.1181,,92.4641,132
142,1981-05-23,00:00:00.00,2.123,3.3031,7.33,5.06843,1.95,0.532498,,0.844127,27.4,3.04252,39.1,16.7376,,14.4415,34.5,38.6786,24,42.2507,,106.019,119
143,1981-05-24,00:00:00.00,0.346633,2.04251,6.68,3.27493,1.65,0.499941,,0.662889,26.9,2.41178,36.7,11.5679,,12.2579,31.7,31.069,26.4,48.4555,,113.83,110
144,1981-05-25,00:00:00.00,0.0825359,2.61372,7.11,1.29956,1.47,0.30264,,0.21581,32.5,1.48128,42.1,7.4168,,7.14143,38.3,19.7123,26.8,45.8185,,102.99,121
145,1981-05-26,00:00:00.00,1.15896,4.28274,8.16,1.80473,1.46,1.40745,,2.05282,39.3,4.84571,53.3,12.6791,,7.31196,48.3,15.5642,26.3,40.5339,,98.5963,141
146,1981-05-27,00:00:00.00,4.80223,6.27647,8.58,3.37514,1.45,2.33312,,5.06009,29.4,9.67806,44.3,21.5612,,12.5208,40.8,21.0495,27.4,40.4456,,111.426,129
147,1981-05-28,00:00:00.00,0.275453,4.44989,5.97,2.50061,1.22,1.46876,,3.29913,25.7,7.24312,37,19.2396,,11.2837,30.3,26.9627,28.5,44.0123,,106.853,115
148,1981-05-29,00:00:00.00,0.238035,1.86702,4.87,1.0498,1.05,0.510803,,0.493005,24.8,2.45022,34.7,10.0559,,4.87149,27.1,22.1059,25,43.581,,82.4449,112
149,1981-05-30,00:00:00.00,0.195154,2.34659,4.5,1.44634,0.932,0.494722,,0.5192,25.9,1.87606,36.5,7.18551,,3.32053,28.4,14.9941,21.7,38.4607,,66.7191,112
150,1981-05-31,00:00:00.00,0.409534,3.47533,4.84,2.16489,0.838,1.213,,2.19095,30.1,4.32085,41.6,9.22099,,5.13437,33.7,12.8851,19.4,33.6198,,67.6364,124
151,1981-06-01,00:00:00.00,1.4704,4.76295,4.45,3.21457,0.849,1.25052,,2.53992,27.1,5.79023,37.5,11.0034,,6.68386,30,16.2625,18.2,31.4573,,74.8223,116
152,1981-06-02,00:00:00.00,1.16735,4.12438,3.79,2.91718,0.736,0.555159,,0.962085,22.3,4.09655,32.1,10.0009,,6.11048,22.5,22.0481,17.7,31.6057,,74.1797,96.4
153,1981-06-03,00:00:00.00,0.318324,3.28273,3.45,1.89123,0.695,0.654181,,0.868453,22.6,3.70144,32.6,7.23951,,5.04993,24.2,21.5266,17.1,31.6714,,68.2893,96
154,1981-06-04,00:00:00.00,0.949922,4.13327,3.14,2.40494,0.641,1.07746,,1.32295,20.8,5.23048,29.4,5.51834,,4.75933,20.2,16.913,16.5,29.8788,,65.8898,85.7
155,1981-06-05,00:00:00.00,0.817148,4.16614,3.06,1.98252,0.573,1.2921,,2.5452,22.7,6.30509,32.2,5.50061,,5.92443,24.7,13.2363,15.7,27.0371,,63.2931,90.3
156,1981-06-06,00:00:00.00,0.33292,3.08463,2.78,0.635381,0.529,0.857815,,2.82007,21.8,5.02772,29.5,4.63518,,5.96563,21.4,9.41569,15.2,23.8222,,54.7532,84.8
157,1981-06-07,00:00:00.00,0.584527,3.38039,3,0.331115,0.493,0.989152,,2.95193,25.3,4.13731,34.4,4.47996,,5.37749,27.9,6.5339,14.4,20.4452,,45.9136,94.8
158,1981-06-08,00:00:00.00,0.476818,3.95495,2.54,0.386428,0.451,1.17897,,2.8283,19.2,4.32365,26.8,5.07368,,5.24829,19.5,5.52463,13.7,17.6111,,39.9093,80.6
159,1981-06-09,00:00:00.00,0.260459,2.65482,2.33,0.386415,0.436,0.522498,,1.20292,13.6,2.84091,22.8,4.4027,,3.25032,15.2,5.15195,12.8,15.4692,,32,69.6
160,1981-06-10,00:00:00.00,4.33382,3.64532,2.89,0.620283,0.538,0.57581,,1.74061,13.8,2.48723,21.8,8.18192,,3.95957,15.9,6.87582,12.4,14.9817,,32.0571,67.3
161,1981-06-11,00:00:00.00,1.0596,4.14735,2.92,0.979323,0.487,0.641858,,2.39543,13,3.01389,20.8,10.3831,,5.52477,14.8,10.2636,12.2,16.7076,,40.0155,65.3
162,1981-06-12,00:00:00.00,1.13027,2.84981,2.86,0.75565,0.425,0.509871,,1.94387,12.3,2.79555,19.7,7.16322,,4.08654,13.7,11.526,12.3,18.3119,,40.0842,62
163,1981-06-13,00:00:00.00,0.195297,1.77169,2.28,0.194187,0.384,0.420567,,1.25476,11.2,2.0788,18.5,4.86774,,2.73674,12.6,10.2895,12.7,18.213,,32.9331,58.8
164,1981-06-14,00:00:00.00,1.38438,1.39957,2.47,0.214246,0.453,0.524848,,1.78017,11.6,2.55663,19.8,4.50711,,3.24887,12.2,8.56891,12.6,17.193,,30.5379,59.8
165,1981-06-15,00:00:00.00,5.34713,2.91447,2.86,1.09802,0.554,1.62785,,4.51035,11.1,7.08407,19.8,9.19848,,8.09383,13,9.62204,12.8,17.4091,,46.4334,60.1
166,1981-06-16,00:00:00.00,0.426979,2.11336,2.41,1.1741,0.46,1.70599,,4.06416,11,7.8912,19.7,9.10368,,8.82828,12.5,11.0505,12.9,18.8928,,56.7768,58.2
167,1981-06-17,00:00:00.00,0.441052,0.729132,2.01,0.466192,0.419,0.791428,,1.5207,12.4,3.98698,20,3.50722,,4.2752,12.6,9.16737,12.7,18.6622,,45.5075,58.4
168,1981-06-18,00:00:00.00,0.377377,0.759987,1.8,0.384822,0.392,0.703026,,2.01878,11.7,2.8736,19.3,1.45969,,3.05064,13.6,6.47499,12.5,16.416,,34.1997,57.1
169,1981-06-19,00:00:00.00,0.383266,0.639313,1.7,0.39436,0.385,0.535342,,2.07016,10.8,2.45642,18,1.17282,,3.10912,12.1,4.63908,12.1,13.8675,,28.1162,54.2
170,1981-06-20,00:00:00.00,3.99944,2.30692,1.99,0.745259,0.398,0.981991,,2.60676,13.3,3.9318,18.7,4.54903,,5.10511,12,5.88632,11.9,12.6422,,32.2844,54.8
171,1981-06-21,00:00:00.00,0.845403,2.81373,1.78,0.720746,0.366,1.20928,,5.27286,16.7,5.42453,20.7,7.52138,,7.42082,18,9.3014,11.5,13.4258,,38.3353,60.5
172,1981-06-22,00:00:00.00,0.298679,1.10623,1.52,0.343124,0.34,0.562827,,4.55805,14.4,4.35222,19.1,4.83982,,6.42199,18,9.12809,11.4,14.2573,,35.8479,59.2
173,1981-06-23,00:00:00.00,0.373519,0.800188,1.52,0.339122,0.336,0.415823,,2.58647,12.4,3.51216,18.3,2.20585,,4.56815,14.2,6.25122,11.2,13.5475,,31.3207,54.5
174,1981-06-24,00:00:00.00,1.69549,1.48163,1.44,0.458911,0.328,0.708378,,2.82821,13.2,3.76276,19.3,3.21067,,4.31514,14,5.19742,10.9,12.3332,,30.1909,55.8
175,1981-06-25,00:00:00.00,0.320852,1.41235,1.3,0.452305,0.303,0.553528,,1.89787,12.4,3.41014,18.3,3.77008,,3.88345,13.6,5.4504,10.7,11.6246,,30.5047,52.9
176,1981-06-26,00:00:00.00,0.233481,0.728757,1.17,0.297288,0.288,0.277511,,0.6297,13.4,2.78984,19,2.0441,,2.38497,13.6,4.66938,10.4,10.7722,,27.6379,52.5
177,1981-06-27,00:00:00.00,0.185764,0.79102,1.08,0.147005,0.271,0.407514,,1.81126,14.4,4.35237,21.1,1.1461,,2.5355,16.7,3.31885,10,9.37353,,26.0952,55.6
178,1981-06-28,00:00:00.00,1.50417,1.0616,1.01,0.230271,0.281,0.768512,,2.47215,14.3,7.21491,22.4,1.3563,,3.84783,15.5,2.62471,9.77,8.05196,,30.4907,57.4
179,1981-06-29,00:00:00.00,1.70356,1.43669,1,0.403062,0.269,1.25602,,2.20823,12.6,9.39518,21.3,3.0067,,5.04052,14,2.35176,9.4,7.32025,,36.3941,56
180,1981-06-30,00:00:00.00,0.311644,1.23117,0.932,0.307103,0.242,0.94744,,1.88218,14.5,7.97386,20.1,3.39011,,4.46825,13,2.05423,8.93,6.91253,,33.0492,51.5
181,1981-07-01,00:00:00.00,0.342321,0.849514,0.932,0.261281,0.234,0.483951,,2.95045,16.4,6.33267,21.5,1.87586,,3.90335,20.2,1.77583,8.73,6.34593,,26.415,57.5
182,1981-07-02,00:00:00.00,2.38372,1.17813,1.03,0.501595,0.264,1.09683,,7.15265,13.5,9.54978,19.6,2.44478,,7.07393,16,2.22898,8.92,5.87523,,32.0202,52.9
183,1981-07-03,00:00:00.00,0.388798,1.0481,0.923,0.501749,0.236,1.10306,,7.85497,12,11.5434,18.3,3.08082,,9.21252,14.3,3.22768,9.06,5.80517,,38.0131,48.6
184,1981-07-04,00:00:00.00,0.274534,0.490853,0.821,0.249515,0.21,0.72095,,7.08134,11.4,10.9501,17.7,1.83051,,8.67293,12.6,3.28556,8.84,5.68967,,36.1934,46.2
185,1981-07-05,00:00:00.00,0.189831,0.166653,0.75,0.239617,0.19,0.86319,,8.67902,12,10.9449,18.1,0.673238,,9.2339,12.2,2.55501,8.64,5.17789,,35.1014,45.3
186,1981-07-06,00:00:00.00,0.1809,0.156684,0.694,0.23063,0.169,1.7094,,12.074,10.8,11.3166,17.1,0.302622,,11.5554,13.3,1.89059,8.21,4.4437,,36.0328,44.2
187,1981-07-07,00:00:00.00,0.230902,0.312682,0.663,0.224996,0.161,3.61171,,14.7812,8.84,12.545,14.4,0.413851,,14.119,10.1,1.43381,7.7,3.80904,,38.5913,38.7
188,1981-07-08,00:00:00.00,1.18797,0.807372,0.762,0.531904,0.196,3.32169,,10.3413,7.83,10.688,13.1,1.09563,,12.7033,8.52,1.52334,7.35,3.45842,,38.1146,35.6
189,1981-07-09,00:00:00.00,6.82003,2.251,1.16,0.902263,0.205,2.4395,,6.50438,7.15,9.91954,12.4,4.79508,,10.4384,8.41,3.25295,7.29,3.90165,,40.9455,33.9
190,1981-07-10,00:00:00.00,0.265215,1.75501,1.18,0.598672,0.171,1.77446,,5.01649,6.71,8.2615,11.2,6.00216,,8.16498,7.67,5.05251,7.1,5.26665,,38.9432,31.9
191,1981-07-11,00:00:00.00,1.08434,0.846794,1.29,0.421661,0.185,0.683144,,5.9128,7.79,5.26187,11.3,3.82893,,6.77059,7.28,5.10809,7,6.3372,,29.6109,32
192,1981-07-12,00:00:00.00,6.77978,1.63466,1.28,1.49936,0.278,3.32805,,13.8369,7.5,13.7342,13.6,4.65791,,13.2953,9.2,5.99045,6.95,7.38667,,46.3013,33.9
193,1981-07-13,00:00:00.00,0.767912,1.39374,1.01,1.4548,0.229,5.21984,,15.2333,6.99,18.8103,11.8,4.72872,,17.6853,8.07,6.95239,6.9,9.03231,,62.8724,30.8
194,1981-07-14,00:00:00.00,1.6808,0.655509,1.27,0.580351,0.199,4.56876,,11.5616,7.3,15.0955,11.4,3.92047,,15.3684,7.67,5.79836,6.8,9.94441,,57.7406,29.8
195,1981-07-15,00:00:00.00,3.80957,1.80383,2.13,1.0485,0.22,6.32429,,15.5678,7.63,19.3596,11.7,6.35234,,18.3421,8.41,5.07624,6.8,10.3948,,60.6012,30.2
196,1981-07-16,00:00:00.00,0.468278,1.78841,1.7,1.00357,0.214,7.18275,,14.5651,7.05,20.727,11.8,6.36959,,18.9379,8.41,5.11949,6.75,11.0005,,62.5139,31.3
197,1981-07-17,00:00:00.00,0.529452,0.836406,1.67,0.453331,0.322,7.36263,,11.4633,7.08,18.2975,11.3,3.34325,,14.2455,7.67,4.34929,6.8,10.7693,,54.9809,30.3
198,1981-07-18,00:00:00.00,0.366588,1.0092,1.46,0.31948,0.24,9.02967,,13.2208,7.33,21.5182,10.6,2.2198,,13.4266,7.97,3.35827,6.8,9.68816,,50.4117,30
199,1981-07-19,00:00:00.00,2.74302,1.36838,1.64,0.40807,0.275,8.8092,,16.8324,6.33,25.0707,10.1,4.09888,,16.9858,7.57,3.31494,6.85,8.92062,,55.0203,29.4
200,1981-07-20,00:00:00.00,3.13013,1.9397,2,0.793806,0.268,8.61165,,19.4963,6.33,29.3196,11.2,5.80745,,21.43,7.57,4.62363,6.9,9.25909,,66.9102,30.9
201,1981-07-21,00:00:00.00,2.07243,1.43777,1.71,1.15257,0.304,7.75118,,15.6898,5.93,28.795,10.4,4.03881,,19.7107,7.57,6.00874,6.95,10.0539,,74.269,31.3
202,1981-07-22,00:00:00.00,0.820656,0.703673,1.35,1.08779,0.326,6.10013,,12.9186,5.4,22.7952,9.6,2.06687,,15.2954,6.91,6.01539,7,10.252,,68.199,29.6
203,1981-07-23,00:00:00.00,1.02112,0.354566,1.16,0.795183,0.324,6.2452,,13.1168,5,19.4615,8.94,1.12682,,13.944,6.23,4.90268,7.15,9.71969,,58.7962,29.5
204,1981-07-24,00:00:00.00,1.19317,0.298631,1.04,0.685216,0.295,6.60342,,8.3993,4.88,19.3076,9.97,0.820713,,11.3406,5.89,3.72852,7.25,8.87525,,54.5004,29.4
205,1981-07-25,00:00:00.00,3.44296,0.707674,1.18,0.720746,0.278,8.82943,,7.19011,5.44,25.8346,13.5,1.99375,,10.5969,5.8,3.37703,7.3,8.22971,,57.9599,34.7
206,1981-07-26,00:00:00.00,1.19187,0.948569,1.24,0.588955,0.265,9.32156,,6.61621,5.12,28.6721,10.9,3.00613,,9.97189,5.86,3.94266,7.3,8.03568,,59.6353,32.8
207,1981-07-27,00:00:00.00,0.238261,0.474951,1.02,0.343175,0.234,7.63559,,2.03701,4.48,23.3766,9.28,1.87588,,5.30329,5.89,3.90235,7.3,7.80953,,49.8249,31.8
208,1981-07-28,00:00:00.00,0.253572,0.222851,0.889,0.244023,0.215,7.87851,,1.66794,4.17,22.1679,8.49,0.685902,,2.73788,5.3,2.93944,7.2,7.10733,,40.085,30.1
209,1981-07-29,00:00:00.00,0.22659,0.262647,0.779,0.24119,0.193,8.55561,,1.66368,3.8,22.6359,7.74,0.4311,,2.29233,4.87,2.09119,7.05,6.14315,,35.1102,28.3
210,1981-07-30,00:00:00.00,0.189757,0.130159,0.736,0.333182,0.212,8.05193,,1.07582,3.35,17.4147,6.66,0.322155,,1.66922,4.46,1.49761,6.8,5.16676,,29.5471,26.8
211,1981-07-31,00:00:00.00,1.76874,0.215614,0.75,0.650561,0.358,4.49414,,1.03316,2.97,9.99009,5.81,0.367044,,1.53628,4.11,1.25931,6.5,4.39307,,25.4734,25.9
212,1981-08-01,00:00:00.00,0.514013,0.351214,0.719,0.69304,0.35,1.41962,,1.46014,2.72,6.13739,5.09,0.55546,,2.01286,3.75,1.19355,6.3,3.91441,,22.406,24.5
213,1981-08-02,00:00:00.00,0.492682,0.25233,0.671,0.558863,0.551,1.10445,,1.33847,2.49,4.78561,4.58,0.506683,,1.91287,3.4,1.08044,6.1,3.50894,,17.9319,22.9
214,1981-08-03,00:00:00.00,0.285672,0.229912,0.688,0.419537,0.416,1.11058,,1.29808,2.32,4.59177,4.06,0.401196,,1.72612,3.11,0.984359,5.95,3.06082,,14.9217,21.8
215,1981-08-04,00:00:00.00,0.785456,0.67816,1.14,0.347527,0.367,1.14177,,0.646588,2.21,4.74143,3.64,0.989404,,1.28043,2.83,0.949359,5.6,2.69716,,13.0583,20.3
216,1981-08-05,00:00:00.00,0.469456,0.756488,1.3,0.571928,0.366,0.870346,,0.0182449,2.06,4.53015,3.41,1.4488,,0.667272,2.89,0.98953,5.2,2.47993,,11.9839,19.4
217,1981-08-06,00:00:00.00,0.228853,0.308668,0.929,0.462537,0.328,0.843458,,0,1.92,4.33954,3.07,0.921308,,0.239033,2.61,0.959411,4.8,2.28528,,10.9884,18.5
218,1981-08-07,00:00:00.00,0.233095,0.22118,0.762,0.236478,0.297,1.11257,,0,1.85,4.55877,2.74,0.451836,,0.145019,2.49,0.831857,4,2.00305,,9.91851,18
219,1981-08-08,00:00:00.00,0.255897,0.203392,0.668,0.222496,0.273,1.18794,,0,1.75,4.93332,2.56,0.323614,,0.275951,2.21,0.680008,3.15,1.68863,,9.4317,13.9
220,1981-08-09,00:00:00.00,0.232882,0.0993696,0.597,0.213713,0.252,1.35267,,0,1.65,5.65712,2.39,0.243404,,0.315557,1.98,0.520638,2.75,1.43367,,9.54227,12
221,1981-08-10,00:00:00.00,0.261999,0.0883152,0.549,0.200072,0.234,1.41912,,0,1.55,6.09699,2.24,0.178584,,0.320658,1.9,0.366563,2.6,1.2416,,9.70557,11.5
222,1981-08-11,00:00:00.00,0.224637,0.171434,0.498,0.183585,0.216,1.18679,,0,1.45,5.78696,2.04,0.190511,,0.308754,1.68,0.245059,2.45,1.06251,,9.32249,10.9
223,1981-08-12,00:00:00.00,0.146677,0.083119,0.456,0.173514,0.199,0.844743,,0.395472,1.37,4.72722,1.9,0.177469,,0.407627,1.47,0.146294,2.35,0.88614,,7.98659,10.3
224,1981-08-13,00:00:00.00,0.287606,0.0370351,0.419,0.163348,0.183,0.631654,,0.784327,1.3,3.14993,1.8,0.10378,,0.773278,1.35,0.0594616,2.28,0.713019,,6.47316,9.69
225,1981-08-14,00:00:00.00,0.229544,0.101508,0.394,0.155783,0.167,0.509349,,0.765289,1.26,2.03115,1.65,0.0904413,,1.05942,1.22,0.017091,2.23,0.54681,,5.45704,9.32
226,1981-08-15,00:00:00.00,0.400033,0.133309,0.371,0.148574,0.156,0.542722,,1.25948,1.2,2.08245,1.58,0.149122,,1.37924,1.13,0.0122006,2.17,0.389551,,5.15767,8.86
227,1981-08-16,00:00:00.00,0.519152,0.268956,0.453,0.145656,0.145,0.532927,,1.26357,1.13,2.12345,1.52,0.317861,,1.56927,1.02,0.011971,2.1,0.258105,,5.22158,8.41
228,1981-08-17,00:00:00.00,0.31082,0.256881,0.422,0.138542,0.139,0.479058,,0.730609,1.08,1.83911,1.45,0.404969,,1.27495,0.906,0.0115092,2.03,0.160714,,4.86209,7.9
229,1981-08-18,00:00:00.00,0.431521,0.193648,0.595,0.13906,0.131,0.465979,,0.68103,1.06,1.71016,1.4,0.351581,,1.02854,0.855,0.011156,1.99,0.0744347,,4.33577,7.62
230,1981-08-19,00:00:00.00,0.270068,0.197605,0.501,0.136733,0.123,0.228784,,0.65185,1.04,1.13172,1.35,0.313027,,0.847979,0.821,0.0110183,1.9,0.0151945,,3.57797,7.31
231,1981-08-20,00:00:00.00,0.269496,0.113821,0.462,0.128195,0.116,0,,0.600396,1.02,0.456316,1.32,0.229217,,0.679068,0.753,0.013995,1.8,1.40741e-05,,2.65619,6.84
232,1981-08-21,00:00:00.00,1.20805,0.277279,0.665,0.126499,0.115,0.218584,,0.705908,1.1,0.83883,1.23,0.355862,,0.841643,0.753,0.0336222,1.8,0,,2.58835,6.86
233,1981-08-22,00:00:00.00,1.81593,0.31043,0.564,0.36253,0.126,0.52579,,0.769987,1.14,1.66919,1.21,0.591553,,1.11217,0.838,0.114824,1.79,1.20703e-08,,4.05003,6.79
234,1981-08-23,00:00:00.00,0.508908,0.1445,0.45,0.402961,0.116,0.549885,,0.680145,1.04,1.99,1.2,0.495403,,1.09317,0.838,0.162334,1.77,1.20703e-08,,5.39878,6.71
235,1981-08-24,00:00:00.00,0.261034,0.0582466,0.399,0.178121,0.107,0.441357,,0.614589,1,1.76539,1.2,0.233426,,0.941107,0.787,0.111862,1.73,2.1873e-23,,5.13474,6.47
236,1981-08-25,00:00:00.00,0.24227,0,0.357,0.140812,0.102,0.393269,,0.550708,0.953,1.47046,1.2,0.0786296,,0.83818,0.736,0.0530556,1.68,0,,4.17636,6.29
237,1981-08-26,00:00:00.00,0.235544,0,0.317,0.122319,0.094,0.387061,,0.529925,0.928,1.32167,1.15,0.0393275,,0.68945,0.702,0.0242318,1.6,0,,3.41755,6.09
238,1981-08-27,00:00:00.00,0.279189,0.0400817,0.294,0.112006,0.09,0.399381,,0.528765,0.917,1.33093,1.11,0.065262,,0.654149,0.702,0.0200741,1.55,0,,3.09242,5.85
239,1981-08-28,00:00:00.00,0.456871,0.0812186,0.286,0.110564,0.089,0.472075,,0.590606,0.887,1.69713,1.07,0.109096,,0.83844,0.685,0.0194878,1.52,0,,3.45855,5.66
240,1981-08-29,00:00:00.00,0.352504,0.0803099,0.278,0.108657,0.083,0.403004,,0.560799,0.87,1.67486,1,0.135075,,0.872254,0.668,0.0261788,1.5,0,,3.65926,5.5
241,1981-08-30,00:00:00.00,0.803502,0.201459,0.278,0.124696,0.087,0.319716,,0.491193,0.86,1.32846,1.15,0.290267,,0.783011,0.634,0.0358544,1.51,0,,3.30458,5.52
242,1981-08-31,00:00:00.00,1.60557,0.260679,0.351,0.287757,0.099,0.428219,,0.517578,0.917,1.81992,1.25,0.49749,,0.798694,0.736,0.08027,1.55,0,,4.71169,6.02
243,1981-09-01,00:00:00.00,1.75458,0.348319,0.354,0.274985,0.094,0.565589,,0.790782,0.917,2.39779,1.21,0.941107,,1.18289,0.702,0.292845,1.6,0,,6.40817,6.12
244,1981-09-02,00:00:00.00,2.397,0.605668,0.391,0.281089,0.102,0.813697,,1.46072,1.12,2.84735,1.31,1.81252,,1.96624,0.736,0.773578,1.61,4.9818e-08,,7.75266,6.21
245,1981-09-03,00:00:00.00,2.4493,0.53259,0.481,0.507105,0.124,0.793253,,1.41138,1.9,2.79229,1.1,1.85636,,2.06802,0.787,1.89239,1.65,0.10615,,9.53346,6.42
246,1981-09-04,00:00:00.00,0.37625,0.283143,0.399,0.364389,0.102,0.487352,,0.747062,1.36,1.91899,0.905,1.02348,,1.40449,1.3,2.59427,2,0.401736,,8.96699,6.69
247,1981-09-05,00:00:00.00,0.609821,0.200896,0.357,0.210361,0.096,0.507527,,0.687233,1.16,1.90657,0.95,0.509527,,1.07267,1.09,2.23197,2.1,0.675198,,7.51141,7.05
248,1981-09-06,00:00:00.00,1.667,0.297869,0.337,0.436042,0.096,0.455369,,0.677856,1.15,1.90232,0.96,0.637843,,1.0931,0.974,2.23904,2.12,0.873732,,7.60887,6.94
249,1981-09-07,00:00:00.00,0.283898,0.269995,0.317,0.382266,0.088,0.269139,,0.501211,1.09,1.35859,0.93,0.701926,,0.956205,0.929,2.45027,2.08,1.09534,,7.39082,6.85
250,1981-09-08,00:00:00.00,0.113656,0.130886,0.294,0.0915188,0.082,0.263298,,0.236868,1.02,0.905724,0.87,0.381435,,0.510489,0.872,2.08188,2.03,1.23626,,5.35707,6.71
251,1981-09-09,00:00:00.00,0.0564531,0.0641586,0.269,0.0252406,0.077,0.25781,,0,0.972,0.543652,0.935,0.168928,,0.122913,0.838,1.46171,2,1.25664,,3.25351,6.52
252,1981-09-10,00:00:00.00,0.126693,2.04602e-18,0.238,0.0120142,0.074,0.250693,,0,0.923,0.661305,0.92,0.054861,,0.107212,0.77,1.01897,1.95,1.20193,,2.71489,6.17
253,1981-09-11,00:00:00.00,0.220682,0.0529539,0.221,2.51719e-19,0.092,0.243148,,0.193899,0.894,0.918235,0.95,0.0511906,,0.309235,0.753,0.809263,1.9,1.11533,,2.98795,5.89
254,1981-09-12,00:00:00.00,0.185187,0.103818,0.207,0,0.07,0.279845,,0.384806,0.87,1.04909,0.92,0.119095,,0.507674,0.719,0.681977,1.88,1.02791,,3.07418,6
255,1981-09-13,00:00:00.00,0.193914,0.0508646,0.201,0.0508986,0.064,0.314971,,0.348833,0.84,1.09664,0.96,0.131472,,0.581424,0.685,0.547916,1.78,0.941193,,3.1153,5.81
256,1981-09-14,00:00:00.00,0.217373,0.0465466,0.181,0.100659,0.06,0.30735,,0.310344,0.811,1.08626,0.93,0.11063,,0.457957,0.668,0.432362,1.67,0.854203,,3.1316,5.62
257,1981-09-15,00:00:00.00,0.224085,0.091939,0.181,0.0566553,0.064,0.26414,,0.300199,0.793,0.846292,0.89,0.121134,,0.404866,0.651,0.360923,1.59,0.771494,,2.90326,5.41
258,1981-09-16,00:00:00.00,0.221475,0.0899307,0.173,0.0526238,0.063,0.221482,,0.147781,0.776,0.616556,0.84,0.137214,,0.391944,0.634,0.302308,1.54,0.689081,,2.57725,5.34
259,1981-09-17,00:00:00.00,0.217129,0.0881599,0.17,0.0901738,0.063,0.217234,,0,0.748,0.628474,0.805,0.134519,,0.248513,0.6,0.251539,1.45,0.603599,,2.3345,5.31
260,1981-09-18,00:00:00.00,0,0.0436216,0.184,0.0444453,0.06,0.10738,,0,0.735,0.392703,0.86,0.0952144,,0.0947547,0.566,0.184002,1.42,0.510767,,1.7418,5.15
261,1981-09-19,00:00:00.00,0.101001,0,0.227,0.0387843,0.057,0,,0,0.707,0.0782084,0.905,0.0364517,,0.0782949,0.538,0.101951,1.36,0.40646,,1.06637,4.74
262,1981-09-20,00:00:00.00,1.28212,0.13774,0.283,0.205706,0.072,0.13491,,0.119698,0.686,0.379123,0.91,0.168731,,0.2602,0.552,0.0696361,1.39,0.325459,,1.80652,4.6
263,1981-09-21,00:00:00.00,1.33863,0.221911,0.261,0.384053,0.091,0.259946,,0.243461,0.71,0.790373,0.85,0.325277,,0.39332,0.538,0.174595,1.27,0.312057,,3.65244,4.73
264,1981-09-22,00:00:00.00,1.35894,0.190856,0.246,0.316511,0.079,0.603044,,0.638712,0.779,1.63569,0.84,0.436896,,0.833606,0.566,0.346547,1.18,0.350851,,5.51994,5.03
265,1981-09-23,00:00:00.00,0.723764,0.184887,0.249,0.160458,0.076,0.844375,,1.07467,0.873,2.37356,0.88,0.527603,,1.3458,0.6,0.479462,1.04,0.401565,,6.28382,5.23
266,1981-09-24,00:00:00.00,0.51713,0.157992,0.275,0.137398,0.074,0.556033,,0.860532,0.922,1.95677,0.78,0.448837,,1.30594,0.702,0.56512,1,0.450036,,5.73741,5.31
